"jump_grad_press","jump_grad_dens","kappa_max","kappa","diffusion","sigma_a","sigma_t","ObjectId","GlobalElementId","PedigreeElementId","Cell Type"
0.0018929822017526021227,0.0070314541517291218042,1.1080096462764568458e-05,2.740554507219081587e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,141,141,3
0.0019497818866511806846,0.0072427501436322927475,1.1080104188591192958e-05,2.8180722703608582134e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,142,142,3
0.0020087223911104956642,0.0074613748583942651749,1.1080112146870670065e-05,2.9078088710241199534e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,143,143,3
0.0020690048354481405113,0.007685701420996338129,1.1080120344625775356e-05,2.9903782592392343086e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,144,144,3
0.0021315350077202310786,0.0079176348226610571146,1.1080128789037794765e-05,3.0852829327703802207e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,145,145,3
0.0021955122547296923585,0.0081556299992371350527,1.1080137487553167727e-05,3.173211127931497477e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,146,146,3
0.0022618502407567575574,0.0084017615008633583784,1.1080146447792902083e-05,3.2735999581922615753e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,147,147,3
0.0023297487205127254128,0.0086543519864790141582,1.1080155677658551458e-05,3.3672129379275200308e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,148,148,3
0.0024001281835808185861,0.0089154582528863102198,1.108016518523734757e-05,3.4734215239920115151e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,149,149,3
0.0024721884128666715696,0.0091835534258279949427,1.1080174978908780689e-05,3.573064985109576969e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,150,150,3
0.0025468552685197209939,0.0094605619960930198431,1.108018506725480229e-05,3.6854494742118397351e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,151,151,3
0.0026233300391140801366,0.0097450600587762892246,1.108019545916681717e-05,3.7914901123111794185e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,152,152,3
0.0027025472954846918583,0.010038973880000412464,1.1080206163751722085e-05,3.9104281052857599287e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,153,153,3
0.0027837087709485786036,0.010340922948671504855,1.1080217190439060497e-05,4.0232550914693949212e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,154,154,3
0.0028677531950052070897,0.010652733384631574154,1.1080228548892416155e-05,4.1491474667630116739e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,155,155,3
0.0029538868070630996954,0.010973213706165552139,1.1080240249117364056e-05,4.2691734634182904423e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,156,156,3
0.0030430535862251417711,0.011304023180855438113,1.1080252301367985108e-05,4.4024454549574557753e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,157,157,3
0.0031344631970569025725,0.011644110927591100335,1.1080264716255718339e-05,4.530108272743305862e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,158,158,3
0.0032290664739775820635,0.011995125125395134091,1.1080277504661433793e-05,4.6712108599033217639e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,159,159,3
0.003326073705011367565,0.012356045539490878582,1.1080290677844344027e-05,4.8069751351250198916e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,160,160,3
0.0034264451237504545134,0.01272843216429464519,1.1080304247349948569e-05,4.9563867322806523361e-10,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,161,161,3
